code,description,status,superseded_by
74101200,Of copper alloys,current,
08043000,Pineapples,current,
68159900,Other,current,
88040000,Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto,current,
44034200,Teak,current,
61071100,Of cotton,current,
29335500,"Loprazolam (INN), mecloqualone (INN), methaqualone (INN) and zipeprol (INN); salts thereof",current,
62151000,Of silk or silk waste,current,
29311000,Tetramethyl lead and tetraethyl lead,current,
90079200,For projectors,current,
39053000,"Poly(vinyl alcohol), whether or not containing unhydrolysed acetate groups",current,
90183900,Other,current,
85098000,Other appliances,current,
74130000,"Stranded wire, cables, plaited bands and the like, of copper, not electrically insulated",current,
49021000,Appearing at least four times a week,current,
30032000,"Other, containing antibiotics",current,
29321200,2-Furaldehyde (furfuraldehyde),current,
85063000,Mercuric oxide,current,
55152900,Other,current,
55092200,Multiple (folded) or cabled yarn,current,
90132000,"Lasers, other than laser diodes",current,
75022000,Nickel alloys,current,
40121900,Other,current,
72271000,Of high-speed steel,current,
61169900,Of other textile materials,current,
74092100,In coils,current,
25174900,Other,current,
75071200,Of nickel alloys,current,
85211000,Magnetic tape-type,current,
52051300,"Measuring less than 232,56 decitex but not less than 192,31 decitex (exceeding 43 metric number but not exceeding 52 metric number)",current,
31051000,Goods of this chapter in tablets or similar forms or in packages of a gross weight not exceeding 10 kg,current,
72288000,Hollow drill bars and rods,current,
30066000,"Chemical contraceptive preparations based on hormones, on other products of heading 2937 or on spermicides",current,
84059000,Parts,current,
84254200,"Other jacks and hoists, hydraulic",current,
84625900,Other,current,
33072000,Personal deodorants and antiperspirants,current,
73011000,Sheet piling,current,
29314300,Diethyl ethylphosphonate,current,
44149000,Other,current,
86031000,Powered from an external source of electricity,current,
36033000,Percussion caps,current,
16041100,Salmon,current,
39209400,Of phenolic resins,current,
48022000,"Paper and paperboard of a kind used as a base for photosensitive, heat-sensitive or electrosensitive paper or paperboard",current,
61046300,Of synthetic fibres,current,
40169100,Floor coverings and mats,current,
29071200,Cresols and their salts,current,
36034000,Detonating caps,current,
90223000,X-ray tubes,current,
62045300,Of synthetic fibres,current,
52082300,"3-thread or 4-thread twill, including cross twill",current,
90303100,"Multimeters, without a recording device",current,
52054400,"Measuring per single yarn less than 192,31 decitex but not less than 125 decitex (exceeding 52 metric number but not exceeding 80 metric number per single yarn)",current,
37019900,Other,current,
29034300,"Fluoromethane (HFC-41), 1,2-difluoroethane (HFC-152) and 1,1-difluoroethane (HFC-152a)",current,
15211000,Vegetable waxes,current,
32151900,Other,current,
29234000,Didecyldimethylammonium perfluorooctane sulphonate,current,
73182400,Cotters and cotter pins,current,
41131000,Of goats or kids,current,
90069100,For cameras,current,
90269000,Parts and accessories,current,
29214300,Toluidines and their derivatives; salts thereof,current,
84649000,Other,current,
84221100,Of the household type,current,
54026300,Of polypropylene,current,
85271200,Pocket-size radio cassette players,current,
71069200,Semi-manufactured,current,
28371900,Other,current,
84212100,For filtering or purifying water,current,
85198900,Other,current,
40151200,"Of a kind used for medical, surgical, dental or veterinary purposes",current,
84659200,"Planing, milling or moulding (by cutting) machines",current,
29121100,Methanal (formaldehyde),current,
85272900,Other,current,
55061000,Of nylon or other polyamides,current,
38086900,Other,current,
85241200,Of organic light-emitting diodes (OLED),current,
61122000,Ski suits,current,
29224100,Lysine and its esters; salts thereof,current,
60062400,Printed,current,
85152100,Fully or partly automatic,current,
74031200,Wire-bars,current,
70102000,"Stoppers, lids and other closures",current,
86011000,Powered from an external source of electricity,current,
38279000,Other,current,
38276800,"Other, not included in the subheadings above, containing substances of subheadings 290341 to 290348",current,
74032200,Copper-tin base alloys (bronze),current,
73158200,"Other, welded link",current,
86012000,Powered by electric accumulators,current,
16056900,Other,current,
31053000,Diammonium hydrogenorthophosphate (diammonium phosphate),current,
61034300,Of synthetic fibres,current,
85416000,Mounted piezo-electric crystals,current,
84595900,Other,current,
57029100,Of wool or fine animal hair,current,
83079000,Of other base metal,current,
73181100,Coach screws,current,
25041000,In powder or in flakes,current,
54083100,Unbleached or bleached,current,
56022900,Of other textile materials,current,
28151100,Solid,current,
64011000,Footwear incorporating a protective metal toecap,current,
95082400,Motion simulators and moving theatres,current,
47050000,Wood pulp obtained by a combination of mechanical and chemical pulping processes,current,
61032300,Of synthetic fibres,current,
23064100,Of low erucic acid rape or colza seeds,current,
81124900,Other,current,
29089200,"4,6-Dinitro-o-cresol (DNOC (ISO)) and its salts",current,
72261100,Grain-oriented,current,
71131900,"Of other precious metal, whether or not plated or clad with precious metal",current,
29337200,Clobazam (INN) and methyprylon (INN),current,
85364900,Other,current,
84146000,Hoods having a maximum horizontal side not exceeding 120 cm,current,
37024200,"Of a width exceeding 610 mm and of a length exceeding 200 m, other than for colour photography",current,
74091900,Other,current,
82089000,Other,current,
84304100,Self-propelled,current,
91069000,Other,current,
29153600,Dinoseb (ISO) acetate,current,
96019000,Other,current,
84383000,Machinery for sugar manufacture,current,
87114000,With internal combustion piston engine of a cylinder capacity exceeding 500 cm3 but not exceeding 800 cm3,current,
85221000,Pick-up cartridges,current,
90063000,"Cameras specially designed for underwater use, for aerial survey or for medical or surgical examination of internal organs; comparison cameras for forensic or criminological purposes",current,
29224300,Anthranilic acid and its salts,current,
90319000,Parts and accessories,current,
71104900,Other,current,
55101200,Multiple (folded) or cabled yarn,current,
96131000,"Pocket lighters, gas fuelled, non-refillable",current,
29223900,Other,current,
97052100,Human specimens and parts thereof,current,
90278100,Mass spectrometers,current,
91029900,Other,current,
38086200,"In packings of a net weight content exceeding 300 g but not exceeding 7,5 kg",current,
44124900,"Other, with both outer plies of coniferous wood",current,
84485900,Other,current,
85115000,Other generators,current,
29214900,Other,current,
93059900,Other,current,
38019000,Other,current,
09012100,Not decaffeinated,current,
91051100,Electrically operated,current,
55161400,Printed,current,
88069300,With maximum take-off weight more than 7 kg but not more than 25 kg,current,
55096100,Mixed mainly or solely with wool or fine animal hair,current,
85409100,Of cathode ray tubes,current,
51012900,Other,current,
61045200,Of cotton,current,
29071300,"Octylphenol, nonylphenol and their isomers; salts thereof",current,
13012000,Gum Arabic,current,
84014000,Parts of nuclear reactors (Euratom),current,
10011100,Seed,current,
88069200,With maximum take-off weight more than 250 g but not more than 7 kg,current,
25210000,"Limestone flux; limestone and other calcareous stone, of a kind used for the manufacture of lime or cement",current,
65070000,"Headbands, linings, covers, hat foundations, hat frames, peaks and chinstraps, for headgear",current,
89052000,Floating or submersible drilling or production platforms,current,
32099000,Other,current,
91091000,Electrically operated,current,
53031000,"Jute and other textile bast fibres, raw or retted",current,
52094900,Other fabrics,current,
29221900,Other,current,
59061000,Adhesive tape of a width not exceeding 20 cm,current,
29031200,Dichloromethane (methylene chloride),current,
40115000,Of a kind used on bicycles,current,
68041000,"Millstones and grindstones for milling, grinding or pulping",current,
90179000,Parts and accessories,current,
85183000,"Headphones and earphones, whether or not combined with a microphone, and sets consisting of a microphone and one or more loudspeakers",current,
39153000,Of polymers of vinyl chloride,current,
85181000,Microphones and stands therefor,current,
29061200,"Cyclohexanol, methylcyclohexanols and dimethylcyclohexanols",current,
87035000,"Other vehicles, with both compression-ignition internal combustion piston engine (diesel or semi-diesel) and electric motor as motors for propulsion, other than those capable of being charged by plugging to external source of electric power",current,
09011200,Decaffeinated,current,
52085200,"Plain weave, weighing more than 100 g/m2",current,
62089100,Of cotton,current,
54073000,Fabrics specified in note 9 to Section XI,current,
84723000,"Machines for sorting or folding mail or for inserting mail in envelopes or bands, machines for opening, closing or sealing mail and machines for affixing or cancelling postage stamps",current,
88052900,Other,current,
52101100,Plain weave,current,
29104000,"Dieldrin (ISO, INN)",current,
84819000,Parts,current,
84071000,Aircraft engines,current,
54025100,Of nylon or other polyamides,current,
25301000,"Vermiculite, perlite and chlorites, unexpanded",current,
85301000,Equipment for railways or tramways,current,
52051100,"Measuring 714,29 decitex or more (not exceeding 14 metric number)",current,
39211900,Of other plastics,current,
54023100,"Of nylon or other polyamides, measuring per single yarn not more than 50 tex",current,
29124200,Ethylvanillin (3-ethoxy-4-hydroxybenzaldehyde),current,
90181400,Scintigraphic apparatus,current,
52094200,Denim,current,
27081000,Pitch,current,
84471100,With cylinder diameter not exceeding 165 mm,current,
68149000,Other,current,
30024200,Vaccines for veterinary medicine,current,
92051000,Brass-wind instruments,current,
28111200,Hydrogen cyanide (hydrocyanic acid),current,
85394100,Arc lamps,current,
31039000,Other,current,
40029100,Latex,current,
37039000,Other,current,
60063400,Printed,current,
85023100,Wind-powered,current,
90279000,Microtomes; parts and accessories,current,
85367000,"Connectors for optical fibres, optical fibre bundles or cables",current,
90106000,Projection screens,current,
61179000,Parts,current,
40111000,Of a kind used on motor cars (including station wagons and racing cars),current,
96085000,Sets of articles from two or more of the foregoing subheadings,current,
03054200,"Herrings (Clupea harengus, Clupea pallasii)",current,
70196100,Closed woven fabrics of rovings,current,
61159500,Of cotton,current,
29011000,Saturated,current,
84523000,Sewing machine needles,current,
40139000,Other,current,
52083900,Other fabrics,current,
43022000,"Heads, tails, paws and other pieces or cuttings, not assembled",current,
12129200,Locust beans (carob),current,
54021100,Of aramids,current,
52053200,"Measuring per single yarn less than 714,29 decitex but not less than 232,56 decitex (exceeding 14 metric number but not exceeding 43 metric number per single yarn)",current,
